Welsh		18.14056	-73.84306													
Welch		19.7	-72.21667													
Welch		19.68333	-72.11667													
Welch		19.46667	-71.71667													
Welch		19.72361	-72.21389													
Waney Bijou		18.53361	-72.40528													
Wan Degras		19.2	-71.73333													
Wampas		18.85	-71.91667													
Walsh		19.6925	-72.12833													
Riviere Wallondry		19.41667	-72.2													
Wallondry		19.41667	-72.21667													
Wallondry		19.41667	-72.2													
Ravine Wallon		19.43333	-72.23333													
Riviere Wacacou		19.3	-71.76667													
Wacacou		19.31667	-71.78333													
Wacacou		19.3	-71.78333													
Riviere Voya		19.43333	-71.75													
Voutoson		18.25	-72.23333													
Voute Rouge		19.68333	-72.88333													
Voute l'Eglise		20.07738	-72.79463													
Morne Vonc		18.81667	-72.18333													
Voltaire		18.29389	-72.51778													
Volee		19.6	-72.53333													
Riviere la Voldrogue		18.61667	-74.08333													
Morne Volant		18.38333	-72.88333													
Volant		19.66667	-72													
Volant		18.4	-72.88333													
Volant		18.4	-72.41667													
Vogues		19.63333	-72.06667													
Vodry		18.65	-74.3													
Vlaud		19.65	-72													
Vivant		18.41667	-73.16667													
Riviere Viton		19.75	-72.55													
Morne Vitette		19.06667	-72.33333													
Viteau		19.71667	-72.6													
Viteau		19.7	-72.55													
Vite		18.38333	-74.4													
Vital		19.81667	-72.83333													
Vital		19.15	-72.41667													
Vital		18.41667	-73.35													
Vital		19.16667	-72.35													
Morne la Visite		18.35	-72.28333													
Morne Visite		19.5575	-72.85222													
Virol		18.29111	-72.58													
Virgile		18.35	-73.26667													
Vion		19.56667	-72.35													
Violette		19.55	-72.5													
Violette		18.36667	-73.18333													
Vintin		19.6	-72.68333													
Riviere Vine		18.75	-72.08333													
Vine		18.75	-72.08333													
Vindio		19.74833	-73.04167													
Ravine Vincent		19.3	-72.13333													
Vincent		19.58333	-72.08333													
Vincent		19.5	-72.25													
Vincent		19.5	-72.23333													
Vincent		19.46667	-72.5													
Vincent		19.15	-72.46667													
Vincent		18.93333	-72.3													
Vincent		18.51667	-74.11667													
Vincent		18.31463	-73.1959													
Vincent		18.26667	-72.76667													
Vincent		18.93333	-72.28333													
Vincent		18.48333	-74.38333													
Vincendiaire		19.26667	-72.58333													
Roche Vinaigre		19.83333	-72.46667													
Riviere Vimbale		19.35	-71.95													
Vimbale		19.33333	-71.91667													
Viloux		18.35	-73.78333													
Vilou		18.33333	-73.8													
Vilmar		18.76667	-71.75													
Villios		19.11667	-71.68333													
Ville Petite Place		19.21667	-72.51667													
Villejoint		19.08333	-72.63333													
Ville Franche		18.38333	-72.41667													
Ville Bonheur		18.81541	-72.19944													
Ville Bonheur		18.8	-72.23333													
Villate		19.41667	-72.03333													
Villarseaux		19.93333	-72.73333													
Canal de Villard		19.2	-72.6													
Villard		19.61667	-72.48333													
Villard		19.19821	-72.59304													
Villard		19.61667	-72.3													
Villa		18.25	-72.95													
Vilette		19.11667	-72.53333													
Vilellot		19.05	-72.48333													
Vilalin		18.81667	-72.05													
Morne Vilaile		19.55	-72.53333													
Vilaile		19.55	-72.53333													
Vigoureux		19.73333	-72.45													
Vigoureux		19.5	-72.11667													
Vignon		18.35	-73.6													
Vignier		18.77333	-72.47556													
Vigni		18.83333	-72.43333													
Riviere des Vignes		18.43333	-72.85													
Morne la Vigie		18.78333	-72.28333													
Vigie		19.7675	-72.20806													
Riviere Vieux Renne		19.28333	-72.31667													
Vieux Raque		18.38333	-72.98333													
Vieux Place		19.8475	-73.15472													
Vieux Place		18.26667	-72.9													
Vieux Pilon		19.28333	-72.66667													
Vieux Parc		19.23333	-72.1													
Vieux Lacour		18.35222	-72.31111													
Vieux Joupas		18.83333	-71.95													
Vieux Hatte		19	-72.03333													
Vieux Gaille		19.45	-71.83333													
Vieux Fort		19.68333	-72.55													
Morne Vieux Figuier		19.56278	-72.78583													
Vieux Depot		19.53333	-72.46667													
Vieux Cayes		18.25722	-72.28194													
Vieux Camp		19.65861	-72.84278													
Vieux Caille Germain		19.05	-72.58333													
Vieux Caille		19.88333	-72.58333													
Vieux Caille		19.76806	-73.11806													
Vieux Caille		18.9	-71.95													
Vieux Caille		18.51583	-72.41111													
Vieux Caille		18.35083	-72.61361													
Vieux Caille		19.55	-72.2													
Vieux Caille		18.4	-72.76667													
Vieux Cabrouet		19.53333	-72.71667													
Vieux Bulaye		19.73333	-73.16667													
Vieux Bouteille		19.73333	-73.36667													
Vieux Bourg de Jeremie		18.61667	-74.08333													
Riviere Vieux Bourg d'Aquin		18.26667	-73.36667													
Vieux Bourg d'Aquin		18.30168	-73.33852													
Vieux Bourg		19.35	-72.28333													
Vieux Boucan		18.3	-74.35													
Vieux Baradere		18.55	-73.73333													
Viette		18.93333	-72.1													
Ravine Vienvien		18.5	-72.03333													
Viellot		19.06667	-72.58333													
Vielle Hatte		19.73333	-73.1													
Viele		18.36667	-73.18333													
Viele		18.3	-73.21667													
Viel		18.53333	-74.21667													
Viel		18.38333	-73.21667													
Morne Vieille Terre		19.61667	-72.3													
Morne Vieille Terre		18.32333	-72.62667													
Vieille Terre		19.82917	-73.01444													
Vieille Terre		19.58333	-72.41667													
Vieille Place		19.85	-73.15													
Vieille Hatte		19.59556	-72.86722													
Vieille Hatte		19.28333	-72.48333													
Vieille Hatte		19.74417	-73.08556													
Vieille Barriere		18.91667	-73.26667													
Vieillard		18.83333	-72.2													
Vieillard		18.41667	-73.2													
Vie Calfou		19.08333	-72.18333													
Ravine de la Vie		18.23333	-72.35													
Vidon		19	-72.71667													
Vidon		18.46944	-73.57889													
Vido		18.52917	-73.81194													
Riviere Victorine		19.16667	-71.8													
Victorine		19.18333	-71.83333													
Victorine		19.2	-71.83333													
Morne Victoria		19.56667	-72.55													
Anse Victor		18.17389	-72.57278													
Victor		18.28833	-72.53583													
Viciere		18.33333	-72.56667													
Viaud		19.41667	-71.93333													
Viau		18.73333	-72.41667													
Viata		18.23333	-72.85													
Ile a Viarde		18.51667	-73.66667													
Viard		19.7	-72.78333													
Viard		19.63333	-72.16667													
Viard		18.10444	-73.865													
Vialet		18.45	-73.1													
Vialet		18.41944	-72.93639													
Morne Veverre		18.96667	-72.71667													
Riviere Veuve		19.1	-72.65													
Vertus		19.93333	-72.71667													
Vertieres		19.73333	-72.22444													
Vert Chateau		18.36667	-72.93333													
Versailles		18.63333	-74.11667													
Verrier		19.55	-72.28333													
Verrier		18.38333	-73.71667													
Pointe Verreur		19.43333	-72.71667													
Verrettes		19.05043	-72.46172													
Verrettes		19.03333	-72.48333													
Veronne		18.35	-74.16667													
Verone		18.31667	-74.18333													
Morne Veron		19.61667	-71.98333													
Verneuil		19.76667	-72.66667													
Vernet		18.21667	-73.76667													
Verjon		18.26667	-72.41667													
Verite		18.35	-72.38333													
Verger		19.8	-72.41667													
Verger		19.8	-72.43333													
Verger		18.6	-74.1													
Morne Verdun		18.22426	-74.05601													
Verdun		19.63333	-71.85													
Verdun		18.81667	-71.95													
Verdun		18.38333	-72.9													
Verdun		18.09389	-73.89167													
Verdies		18.36667	-72.91667													
Verdegri		19.78333	-73.2													
Verbouc		19.63333	-71.83333													
Verado		19	-72.05													
Ventemple		18.33333	-71.95													
Vent Bate		18.43333	-71.86667													
Pointe Vent Arriere		18.15	-71.88333													
Pointe Vent		19.91667	-72.66667													
Morne Vent		19.41667	-72.05													
Morne Vent		19.91667	-72.65													
Venotte		19.1	-72.68333													
Venfel		18.35	-73.9													
Riviere Vendribuche		18.45	-73.86667													
Vendribiche		18.43333	-73.85													
Morne Vendredi Saint		19.13333	-72.41667													
Vendome		18.38333	-73.55													
Veillon		19.1	-72.31667													
Recif Veille		19.78333	-72.35													
Vedrine		19.66667	-72.21667													
Vedrine		19.58333	-72.6													
Vedery		19.18333	-72.56667													
Vechi		18.3	-73.2													
Riviere Vebrine		19.28333	-72.35													
Ravine Vautemple		18.31667	-71.93333													
Vautemple		18.33333	-71.96667													
Vaudreuil		19.71667	-72.25													
Vaudreuil		18.61667	-72.33333													
Vaudreuil		18.58	-72.17083													
Vaudreuil		19.21667	-72.36667													
Vaudre		18.92056	-72.32861													
Morne Vatin		19.61667	-72.4													
Vatin		19.6	-72.38333													
Vasseur		19.61667	-72.48333													
Vassale		18.46667	-73.55													
Vaseux		19.56667	-72.26667													
Riviere Vaseuse		19.51667	-72.23333													
Vaset		19.61667	-72.5													
Vase		19.55	-72.26667													
Varreux		18.38333	-72.85													
Varne		19.53333	-72.45													
Morne la Varine		19.76333	-73.10667													
Varache		18.21667	-72.75													
Vapeur		18.36667	-72.93333													
Vano		19.45	-71.76667													
Vannos		19.21667	-72.53333													
Roche Vandalia		18.63333	-73.2													
Vancol		18.15444	-73.90694													
Valton		19.16667	-72.38333													
Valois		19.85	-73.15													
Valoir		19.85361	-73.16444													
Valmor		18.28333	-74.1													
Vally		18.36667	-72.81667													
Chaine de Vallieres		19.41667	-71.88333													
Arrondissement de Vallieres		19.36667	-71.9													
Vallieres		19.43274	-71.91942													
Vallieres		19.43333	-71.93333													
Vallette		19.61667	-72.33333													
Vallee de l'Artibonite		19.26667	-72.76667													
Riviere la Vallee		18.29528	-72.62944													
Ravine la Vallee		18.29528	-72.62944													
Pointe de la Vallee		20.03333	-72.88333													
Vallade		19.68333	-72.5													
Vallade		19.58333	-72.53333													
Vallade		19.48333	-72.26667													
Vali		18.36361	-72.80083													
Valeureux		19.08333	-72.33333													
Valeureux		18.98917	-72.41556													
Valet		19.63333	-72.35													
Valery		19.08333	-72.35													
Valere		18.3	-73.23333													
Valere		18.13056	-73.855													
Valentin		18.15	-73.88333													
Valenbrun		18.7	-72.36667													
Valbrune		18.28333	-73.61667													
Riviere Valadon		18.88333	-72.46667													
Morne Valadon		18.9	-72.46667													
Valadon		18.88333	-72.45													
Valade		18.4	-73.43333													
Vainqueur		18.2	-73.11667													
Vainqueur		18.3199	-74.39186													
Vaillons		19.08333	-72.3													
Vague		18.13333	-73.88333													
Vachon		18.33333	-73.83333													
Vacher		18.06667	-73.8													
Ile a Vache		18.06667	-73.63333													
Tyron		19.8	-72.73333													
Tutoi		19.76667	-72.38333													
Ravine Turpine		18.78333	-72.18333													
Turpin		18.75	-72.2													
Turin		18.96667	-72.58333													
Turgeau		18.53472	-72.33167													
Tumba la Rose		18.91667	-71.78333													
Tumba Calin		19.23333	-72.26667													
Tuffet Aine		18.26667	-73.85													
Tuffet		18.25	-73.83333													
Morne Tuffe		18.3	-71.78333													
Morne Tuffe		18.20778	-72.71111													
Morne Tuffe		18.51667	-74.43333													
Tuffe		18.5	-72.1													
Morne a Tuf		19.33333	-71.81667													
Morne a Tuf		18.33333	-73.38333													
Tubereuse		18.46417	-72.16944													
Truitier		18.55	-72.41667													
Trou Zombi		19.35	-72.21667													
Trou Zombi		18.23333	-73.98333													
Trou Zombi		19.36667	-72.21667													
Trou Zombi		18.45	-73.21667													
Trou Vasseux		20.03333	-72.88333													
Troutier		18.6	-72.33333													
Morne Trousseau		19.56667	-72.16667													
Trou Soleil		18.41667	-73.76667													
Trou Sirop		18.93333	-73.28333													
Ravine Trou Singer		18.9	-73													
Trou Sardines		20.03333	-72.8													
Ravine Trou Roche		18.31667	-71.95													
Trou Roche		18.2	-71.9													
Trou Rat		18.23333	-72.85													
Trou Pipique		18.43333	-72.43333													
Trou Pele		18.83333	-72.98333													
Troupeau		19.64528	-72.8875													
Troupeau		18.53194	-73.92972													
Trou Palouse		18.05306	-73.79833													
Trou Negre		19.13333	-72.23333													
Trou Mouton		19.68333	-72.68333													
Trou Morin		18.21667	-71.91667													
Trou Mirliton		18.46667	-72													
Trou Milieu		18.1	-73.66667													
Trou Mats		18.4	-71.85													
Trou Marassa		18.9	-73.15													
Trou Mantegue		18.4	-72.3													
Trou Maingnain		18.3	-74.36667													
Riviere Trou Mahot		18.18222	-72.70139													
Anse Trou Mahot		18.17917	-72.70167													
Trou Mahot		18.25	-72.23333													
Trou Mahot		18.18194	-72.69472													
Trou Louis		18.83333	-73.16667													
Trou Louis		18.86667	-73.2													
Troullac		19.88917	-73.20361													
Trou l'Etang		18.38333	-72.66667													
Trou l'Embarras		18.06667	-73.66667													
Trou Laleau		18.38333	-72.03333													
Trou King		18.23333	-73.28333													
Trou Jules		19.86639	-73.15056													
Troujillo		18.76667	-72.43333													
Trou Jean Pierre		19.46667	-72.35													
Trou Jacques		18.74028	-72.91583													
Trou Jacques		18.46667	-72.21667													
Trouin		18.36446	-72.65013													
Trouin		18.31667	-72.78333													
Riviere Trouillac		18.09472	-73.93028													
Trouillac		18.09611	-73.92111													
Trou Gras		18.9	-72.45													
Trou Gounon		18.4	-72.66667													
Trou Goffi		18.38333	-72.53333													
Trou Frete		18.28333	-73.6													
Pointe du Trou Forban		18.85944	-72.61056													
Trou Forban		18.91667	-72.63333													
Trou Forban		18.93333	-72.65													
Ravine Trou Fond		18.46667	-72.48333													
Trou Fond		18.43333	-72.46667													
Trou Fleche		18.4	-72.88333													
Riviere Trou du Nord		19.69917	-72.01194													
Arrondissement du Trou du Nord		19.55	-71.98333													
Trou du Nord		19.61448	-72.02075													
Trou du Nord		19.55	-72													
Ravine Trou Dore		18.95	-71.93333													
Trou Dimanche		18.36667	-71.98333													
Trou des Hommes		18.8	-73.06667													
Trou des Hommes		18.81667	-73.06667													
Riviere Trou d'Enfer		19.76667	-72.56667													
Trou d'Enfer		19.78333	-72.6													
Trou d'Enfer		19.76667	-72.58333													
Trou d'Enfer		18.85	-72.9													
Trou d'Enfer		18.63333	-74.38333													
Trou d'Eau Ampil		18.41667	-71.85													
Ravine du Trou d'Eau		18.66667	-72.11667													
Chaine du Trou d'Eau		18.7	-72.05													
Trou d'Eau		19.63333	-73.25													
Trou d'Eau		18.7	-72.05													
Trou d'Eau		18.71667	-72.08333													
Trou Dauphin		19.43333	-72.33333													
Trou Couvri		18.23333	-71.93333													
Ravine Trou Couleuvre		18.24167	-72.55611													
Trou Coucou		18.19972	-72.92528													
Trou Cordon		19.76667	-72.73333													
Trou Cordon		19.75	-72.71667													
Trou Constanton		18.78333	-72.81667													
Trou Cochon		19.46667	-72.33333													
Trou Cochon		18.82539	-73.14352													
Trou Cochon		19.45	-71.68333													
Morne Trou Chouchou		18.8	-72.11667													
Trou Chouchou		18.79833	-72.11806													
Trou Chouchou		18.45278	-72.97694													
Ravine Trou Canon		18.16667	-72.93333													
Trou Canari		18.36944	-73.71028													
Trou Canari		18.35	-72.95													
Trou Caiman		19.26667	-72.65													
Trou Caiman		18.65778	-72.14806													
Trou Caiman		19.26667	-72.65													
Trou Caiman		18.65	-72.16667													
Trou Bouquet		18.83333	-72.35													
Ravine Trou Bon Dieu		18.23333	-72.26667													
Trou Bonbon		18.66284	-74.24136													
Trou Bonbon		18.65	-74.23333													
Trou Bois		18.45	-73.9													
Ravine Trou Bete		19.64167	-73.18306													
Trou Bassin		19.55	-72.41667													
Trou Bamby		18.3	-74.16667													
Trou Baguette		18.9	-72.63333													
Trou a l'Eau		18.79611	-72.82167													
Trope		19.56667	-72.7													
Trope		19.63333	-72.66667													
Trompette		19.6	-72.4													
Trompette		19.58333	-72.2													
Trompette		19.51667	-72.53333													
Trompette		19.43333	-71.8													
Trompette		19.4	-71.71667													
Trompette		19.18333	-71.75													
Trois Tetes		19.65	-72.35													
Trois Sources		18.55	-74.35													
Morne Trois Selles		19.80361	-73.0575													
Trois Rivieres		19.66667	-72.2													
Trois Rigoles		18.55417	-72.225													
Trois Ravines		19.61667	-72.2													
Trois Rats		18.35	-73.83333													
Trois Poteaux		19.65	-72.68333													
Trois Poteaux		19.33333	-72.15													
Trois Poteaux		19.25	-72.26667													
Trois Ponts		19.43333	-72.65													
Trois Platons		19.43333	-71.91667													
Trois Platons		18.95944	-72.29778													
Chaine des Trois Pitons		19.7	-72.91667													
Trois Pavillons		19.9	-72.78333													
Morne Trois Palmistes		19.48333	-71.93333													
Trois Palmistes		19.48333	-71.93333													
Trois Palmistes		18.35	-73.3													
Trois Palmistes		18.33139	-72.57833													
Trois Mats		18.4	-71.85													
Trois Mats		18.31694	-72.15194													
Pointe des Trois Maries		19.76667	-72.31667													
Trois Maries		19.76667	-72.31667													
Trois Mares		18.31667	-72.18333													
Pointe des Trois Lataniers		18.21667	-73.26667													
Riviere Trois La Passe		19.45	-71.95													
Trois La Passe		19.46667	-71.95													
Trois Garcons		19.45	-72.4													
Morne les Trois Freres		18.48972	-73.60917													
Trois Freres		18.49722	-73.59639													
Palais de Trois Cent Soixante-cinque Portes		19.11667	-72.46667													
Morne Trois Carrefours		19.86667	-72.58333													
Trois Carrefours		19.86667	-72.58333													
Trois Bouteilles		19.41667	-72.28333													
Carrefour Trois Bornes		19.25	-72.63333													
Trois Bornes		19.23333	-72.63333													
Trois Bornes		19.23333	-72.61667													
Trois Bornes		19.26667	-72.61667													
Trois Bois Pins		18.88333	-71.78333													
Trois Bois Pins		19.26667	-71.91667													
Trois Bois-Pin		19.26667	-71.91667													
Trocher		18.46667	-72.01667													
Ravine Tripot		19.51667	-72.53333													
Tripot		19.8	-72.56667													
Morne Tripode		19.8	-72.58333													
Triple		18.43333	-74.26667													
Trinity		18.53333	-74.36667													
Trigaud		18.36667	-72.36667													
Tricote		19.76667	-72.71667													
Tricon		18.33333	-73.75													
Trianon		18.75333	-72.14833													
Triamon		18.75	-72.15													
Treuil		19.76667	-72.65													
Ravine du Tresor		18.08333	-71.81667													
Ravine Tresor		18.78333	-71.96667													
Anse du Tresor		20.08333	-72.78333													
Anse du Tresor		18.08333	-71.81667													
Tresor		20.06667	-72.78333													
Tresor		18.8	-72.86667													
Tresor		18.4	-72.41667													
Tresor		18.08333	-71.8													
Tremesse		19.63333	-72.3													
Ravine Treme		18.36667	-73.31667													
Treme		18.31667	-73.3													
Tremble		19.55	-71.96667													
Tremble		19.11667	-72.45													
Treforend		18.50444	-72.45667													
Morne Traverse		18.43333	-72.11667													
Tranquitte		19	-72.48333													
Tranquille		19.08333	-72.46667													
Tranquille		18.31667	-72.45													
Traime		18.28333	-73.3													
Traillat		19.78333	-72.48333													
Trahison		18.4	-73.23333													
Morne Tracay		19.81667	-72.81667													
Touya		18.28333	-73.88333													
Toutine		18.71667	-72.05													
Toutier		18.76667	-72.10056													
Toute Borne		18.51667	-74.26667													
Morne Toussaint		19.71667	-72.36667													
Toussaint		19.76667	-72.93333													
Toussaint		19.7	-72.53333													
Toussaint		18.35	-73.18333													
Toussaint		18.31667	-72.26667													
Tourpine		18.30806	-72.52083													
Tourneau		18.63333	-74.23333													
Tournain		19	-72.25													
Tournade		18.38333	-73.41667													
Tournade		18.38333	-73.4													
Tourien		19.48333	-71.85													
Tourette		18.3	-72.31667													
Toupin		18.73333	-72.25													
Toupiase		18.45	-74.26667													
Toumat		18.23333	-72.28333													
Toulouye		18.235	-72.70611													
Toulmain		18.29361	-72.40167													
Pointe Toulan		18.2	-73.68333													
Touchet		18.4	-72.43333													
Touche Moulin		19.05	-72.38333													
Touarac		18.35	-73.81667													
Totolo		18.4	-72.45													
Totolo		18.28333	-73.68333													
Torcelle		18.54056	-72.23972													
Tosia		19.65	-72.28333													
Tosia		18.66667	-74.15													
Tosia		18.43333	-73.88333													
Ile de la Tortue		20.05561	-72.79249													
Canal de la Tortue		20	-72.83333													
Baie de la Tortue		19.38306	-72.74167													
Baie Tortue		18.85	-72.88333													
Tortue		19.83333	-72.7													
Tortue		19.60556	-72.79167													
Torsini		19.53333	-72.06667													
Riviere Torpin		19.46667	-72.45													
Torpin		19.4	-72.45													
Torpin		19.43333	-72.45													
Toro		18.28333	-73.93333													
Toreste		19.6	-71.95													
Torchon		18.45	-73.28333													
Torchon		18.38333	-73.36667													
Riviere Torcelle		18.72083	-72.44917													
Torcelle		18.76667	-72.4													
Riviere de Torbeck		18.16667	-73.81667													
Torbeck		18.68333	-74.21667													
Torbeck		18.16667	-73.81194													
Torbeck		18.28333	-73.88333													
Toquette		19.43333	-71.93333													
Topy		18.45	-74.28333													
Morne Tony		19.66667	-73.35													
Tony		19.4	-72.3													
Tony		18.96667	-72.4													
Morne Tonnerre		18.83333	-72													
Tonette		19.21667	-72.48333													
Toneau		18.28333	-72.8													
Tonde		19.13333	-72.4													
Riviere Tomber Lever		18.45	-74.33333													
Morne Tomber Lever		18.45	-74.31667													
Tombeau Cheval		18.4	-73.9													
Tombacaleme		18.9	-71.9													
Tomasin		18.48333	-72.31667													
Tomaset		18.46028	-73.61667													
Tomarin		19.1	-72.38333													
Tomarin		18.93333	-72.38333													
Tomarin		18.91667	-73.21667													
Tomarin		18.53333	-72.08333													
Tomarin		18.46667	-72.6													
Tomarin		18.45	-73.45													
Tomarin		18.75	-72.98333													
Toman		19.86667	-72.68333													
Toman		19.06667	-72.61667													
Toman		18.35	-74.06667													
Toman		18.21667	-73.95													
Tolifo		18.41667	-72.65													
Todivi		19.5	-71.96667													
Ti Zorange		18.29583	-72.21972													
Riviere Tivilon		18.33333	-73.88333													
Ti Verni		18.13333	-73.85													
Ti Trou Gravelot		18.95	-72.28333													
Pointe Titrou		18.04139	-73.90333													
Ti Trou		19.18333	-71.66667													
Ti Toussaint		18.91667	-72.13333													
Ti Toussaint		18.91667	-72.13333													
Ti Tongnin		18.51667	-72.06667													
Titon		19.1	-72.53333													
Ti Tihit		18.81667	-71.75													
Ravine Titi		18.21056	-72.555													
Ti Tanyin		18.71667	-72.35													
Ravine Ti Tabe		18.3225	-72.64778													
Ravine Tisseau		18.28806	-72.61194													
Riviere Ti Source		18.46667	-71.96667													
Ravine Ti Source		18.51667	-72.08333													
Ti Source		18.83556	-72.91861													
Ti Source		19.18333	-71.76667													
Ti Source		18.9	-72.61667													
Ti Source		18.35	-71.83333													
Ti Simbi		18.23333	-71.76667													
Ti Savane		19.81333	-73.02722													
Ti Savane		18.85167	-72.02472													
Ti Savane		18.45	-72.06667													
Ti Saline		19.62944	-72.91639													
Ti Saline		19.54474	-72.87654													
Ti Sale		18.18333	-73.06667													
Ti Saison		18.18333	-71.81667													
Tirouelle		18.46667	-73.3													
Morne Ti Rocher		19.08333	-72.11667													
Morne Ti Roche		19.08333	-72.1													
Ti Riviere		19.73	-73.18778													
Ti Riviere		18.36533	-72.48659													
Tiresas		19.26667	-72.1													
Tirele		19.65	-72.53333													
Tirele		19.65	-72.5													
Ti Ravine		18.15194	-73.87306													
Ravine Ti Raisin		18.08333	-71.81667													
Ti Raisin		18.31667	-73.03333													
Tiquita		18.26861	-72.70056													
Ti Quele		18.38333	-74.2													
Ti Plaine		18.68333	-74.23333													
Ti Plaine		18.56306	-73.9025													
Ti Plaine		18.31667	-74.38333													
Ti Place Leroy		18.59083	-72.07278													
Ti Place Belot		18.20194	-72.59													
Morne Ti Place		19.56667	-72.43333													
Ti Place		19.68333	-73.38333													
Ti Place		19.63333	-72.88333													
Ti Place		19.53333	-72.46667													
Ti Place		19.03333	-72.68333													
Ti Place		18.96667	-72.38333													
Ti Place		18.9	-72.5													
Ti Place		18.58333	-74.11667													
Ti Place		18.56667	-74.06667													
Ti Place		18.53333	-74.26667													
Ti Place		18.5	-72.55													
Ti Place		18.45528	-72.01417													
Ti Place		18.43917	-72.33583													
Ti Place		18.25	-71.95													
Ti Place		18.2	-73.96667													
Ti Place		18.48333	-73.9													
Ti Place		18.33333	-72.3													
Morne Ti Pin		18.78333	-72.26667													
Ti Pin		18.78333	-72.25													
Ti Pierre		19.63333	-72.63333													
Ti Perisse		19.33333	-72.53333													
Ravine Ti Peme		18.66667	-72.3													
Morne Ti Peme		18.7	-72.28333													
Ti Peligre		18.90667	-71.99167													
Morne Ti Paul		18.91667	-73.2													
Roche Ti Passe		19.81667	-72.38333													
Ravine Ti Pas		18.4	-72													
Ti Parc		18.3	-71.78333													
Ti Paradis		18.49361	-72.62194													
Ti Paradis		18.41667	-72.75													
Ti Palmiste		18.83333	-73.03333													
Ti Palmiste		18.81667	-73.03333													
Ti Palmiste		18.81667	-73.03333													
Ti Paillette		19.88333	-72.81667													
Ti Orange		18.21667	-73.53333													
Tioquin		18.82806	-72.34694													
